DATE,PRCP,TMAX,TMIN,RAIN
10-Aug,0.0,69.0,55.0,FALSE
10-Aug,0.0,73.0,54.0,FALSE
10-Aug,0.0,76.0,54.0,FALSE
10-Aug,0.0,82.0,56.0,TRUE
10-Aug,0.02,83.0,58.0,FALSE
10-Aug,0.0,67.0,56.0,TRUE
10-Aug,0.19,66.0,56.0,TRUE
10-Aug,0.03,70.0,56.0,FALSE
10-Aug,0.0,67.0,56.0,FALSE
10-Aug,0.0,70.0,54.0,FALSE
10-Aug,0.0,77.0,55.0,FALSE
10-Aug,0.0,77.0,54.0,FALSE
10-Aug,0.0,86.0,59.0,FALSE
10-Aug,0.0,95.0,66.0,FALSE
10-Aug,0.0,96.0,64.0,FALSE
10-Aug,0.0,91.0,58.0,FALSE
10-Aug,0.0,89.0,57.0,FALSE
10-Aug,0.0,70.0,57.0,FALSE
10-Aug,0.0,69.0,54.0,FALSE
10-Aug,0.0,69.0,52.0,TRUE
10-Aug,0.01,71.0,52.0,FALSE
10-Aug,0.0,69.0,56.0,FALSE
10-Aug,0.0,75.0,52.0,FALSE
10-Aug,0.0,84.0,54.0,FALSE
10-Aug,0.0,86.0,59.0,FALSE
10-Aug,0.0,69.0,55.0,FALSE
10-Aug,0.0,70.0,55.0,FALSE
10-Aug,0.0,69.0,52.0,FALSE
10-Aug,0.0,66.0,50.0,FALSE
10-Aug,0.0,71.0,53.0,TRUE
10-Aug,0.39,59.0,53.0,FALSE
10-Sep,0.0,71.0,57.0,FALSE
10-Sep,0.0,77.0,52.0,FALSE
10-Sep,0.0,84.0,55.0,TRUE
10-Sep,0.01,67.0,53.0,FALSE
10-Sep,0.0,65.0,53.0,TRUE
10-Sep,0.12,61.0,51.0,TRUE
10-Sep,0.26,68.0,55.0,TRUE
10-Sep,0.31,59.0,54.0,TRUE
10-Sep,0.03,62.0,54.0,FALSE
10-Sep,0.0,63.0,54.0,FALSE
10-Sep,0.0,65.0,53.0,FALSE
10-Sep,0.0,70.0,56.0,FALSE
10-Sep,0.0,69.0,56.0,FALSE
10-Sep,0.0,69.0,56.0,TRUE
10-Sep,0.14,67.0,54.0,TRUE
10-Sep,0.6,67.0,59.0,TRUE
10-Sep,1.49,64.0,57.0,TRUE
10-Sep,0.78,72.0,59.0,TRUE
10-Sep,0.36,66.0,58.0,TRUE
10-Sep,0.02,64.0,54.0,FALSE
10-Sep,0.0,65.0,50.0,FALSE
10-Sep,0.0,66.0,48.0,TRUE
10-Sep,0.26,58.0,52.0,FALSE
10-Sep,0.0,67.0,53.0,FALSE
10-Sep,0.0,75.0,51.0,TRUE
10-Sep,0.39,65.0,59.0,TRUE
10-Sep,0.03,71.0,62.0,FALSE
10-Sep,0.0,67.0,54.0,FALSE
10-Sep,0.0,65.0,52.0,FALSE
10-Sep,0.0,71.0,52.0,FALSE
10-Oct,0.0,64.0,51.0,FALSE
10-Oct,0.0,65.0,54.0,FALSE
10-Oct,0.0,60.0,53.0,FALSE
10-Oct,0.0,60.0,49.0,FALSE
10-Oct,0.0,63.0,45.0,FALSE
10-Oct,0.0,68.0,48.0,FALSE
10-Oct,0.0,62.0,50.0,TRUE
10-Oct,0.12,66.0,55.0,TRUE
10-Oct,1.21,63.0,56.0,TRUE
10-Oct,0.74,63.0,51.0,FALSE
10-Oct,0.0,60.0,45.0,FALSE
10-Oct,0.0,63.0,44.0,FALSE
10-Oct,0.0,65.0,45.0,TRUE
10-Oct,0.12,60.0,47.0,FALSE
10-Oct,0.0,57.0,45.0,FALSE
10-Oct,0.0,57.0,42.0,FALSE
10-Oct,0.0,58.0,37.0,FALSE
10-Oct,0.0,59.0,42.0,FALSE
10-Oct,0.0,64.0,42.0,FALSE
10-Oct,0.0,65.0,44.0,FALSE
10-Oct,0.0,59.0,45.0,TRUE
10-Oct,0.05,59.0,50.0,TRUE
10-Oct,0.38,59.0,49.0,TRUE
10-Oct,0.72,52.0,47.0,TRUE
10-Oct,1.08,51.0,44.0,TRUE
10-Oct,0.19,48.0,44.0,FALSE
10-Oct,0.0,61.0,44.0,TRUE
10-Oct,0.07,58.0,50.0,TRUE
10-Oct,0.01,58.0,46.0,TRUE
10-Oct,0.39,51.0,39.0,TRUE
10-Oct,0.16,56.0,47.0,TRUE
10-Nov,1.56,58.0,49.0,TRUE
10-Nov,0.02,63.0,48.0,FALSE
10-Nov,0.0,74.0,46.0,FALSE
10-Nov,0.0,65.0,47.0,TRUE
10-Nov,0.17,55.0,47.0,TRUE
10-Nov,0.7,54.0,47.0,TRUE
10-Nov,0.06,55.0,44.0,FALSE
10-Nov,0.0,51.0,41.0,TRUE
10-Nov,0.22,46.0,40.0,FALSE
10-Nov,0.0,51.0,38.0,TRUE
10-Nov,0.13,48.0,37.0,FALSE
10-Nov,0.0,50.0,38.0,TRUE
10-Nov,0.12,48.0,42.0,TRUE
10-Nov,0.27,52.0,46.0,TRUE
10-Nov,0.14,56.0,48.0,FALSE
10-Nov,0.0,52.0,46.0,TRUE
10-Nov,0.17,50.0,40.0,TRUE
10-Nov,0.2,44.0,35.0,TRUE
10-Nov,0.06,48.0,39.0,FALSE
10-Nov,0.0,44.0,33.0,TRUE
10-Nov,0.01,37.0,31.0,TRUE
10-Nov,0.15,32.0,22.0,FALSE
10-Nov,0.0,25.0,16.0,FALSE
10-Nov,0.0,29.0,14.0,TRUE
10-Nov,0.01,39.0,28.0,TRUE
10-Nov,0.29,47.0,36.0,TRUE
10-Nov,0.01,41.0,33.0,TRUE
10-Nov,0.02,42.0,35.0,TRUE
10-Nov,0.1,44.0,36.0,TRUE
10-Nov,0.64,48.0,39.0,FALSE
10-Dec,0.0,46.0,38.0,FALSE
10-Dec,0.0,42.0,36.0,FALSE
10-Dec,0.0,48.0,37.0,FALSE
10-Dec,0.0,49.0,34.0,FALSE
10-Dec,0.0,50.0,36.0,TRUE
10-Dec,0.01,49.0,38.0,TRUE
10-Dec,0.35,54.0,45.0,TRUE
10-Dec,0.51,54.0,45.0,TRUE
10-Dec,0.89,49.0,43.0,FALSE
10-Dec,0.0,49.0,41.0,TRUE
10-Dec,1.42,51.0,39.0,TRUE
10-Dec,2.19,55.0,50.0,TRUE
10-Dec,0.46,54.0,47.0,TRUE
10-Dec,0.82,49.0,37.0,TRUE
10-Dec,0.11,47.0,38.0,TRUE
10-Dec,0.02,47.0,37.0,FALSE
10-Dec,0.0,49.0,40.0,TRUE
10-Dec,0.08,48.0,37.0,TRUE
10-Dec,0.14,47.0,36.0,TRUE
10-Dec,0.03,43.0,36.0,TRUE
10-Dec,0.01,51.0,42.0,TRUE
10-Dec,0.01,50.0,39.0,TRUE
10-Dec,0.25,48.0,39.0,TRUE
10-Dec,0.44,51.0,45.0,TRUE
10-Dec,0.32,54.0,44.0,TRUE
10-Dec,0.09,46.0,38.0,TRUE
10-Dec,0.44,44.0,38.0,TRUE
10-Dec,0.01,48.0,38.0,TRUE
10-Dec,0.09,39.0,33.0,FALSE
10-Dec,0.0,36.0,25.0,FALSE
10-Dec,0.0,37.0,21.0,FALSE
11-Jan,0.0,40.0,26.0,FALSE
11-Jan,0.0,39.0,25.0,FALSE
11-Jan,0.0,42.0,27.0,TRUE
11-Jan,0.03,38.0,28.0,TRUE
11-Jan,0.12,45.0,35.0,TRUE
11-Jan,0.17,49.0,44.0,TRUE
11-Jan,0.37,48.0,37.0,TRUE
11-Jan,0.03,40.0,34.0,TRUE
11-Jan,0.02,39.0,31.0,FALSE
11-Jan,0.0,38.0,30.0,TRUE
11-Jan,0.3,39.0,30.0,TRUE
11-Jan,0.81,47.0,33.0,TRUE
11-Jan,0.82,53.0,43.0,TRUE
11-Jan,0.29,54.0,49.0,TRUE
11-Jan,0.45,52.0,47.0,TRUE
11-Jan,0.27,55.0,50.0,TRUE
11-Jan,0.04,50.0,42.0,TRUE
11-Jan,0.08,42.0,37.0,FALSE
11-Jan,0.0,45.0,35.0,TRUE
11-Jan,0.05,44.0,33.0,TRUE
11-Jan,0.51,49.0,44.0,FALSE
11-Jan,0.0,49.0,40.0,TRUE
11-Jan,0.04,46.0,41.0,TRUE
11-Jan,0.21,48.0,44.0,FALSE
11-Jan,0.0,50.0,43.0,FALSE
11-Jan,0.0,54.0,39.0,FALSE
11-Jan,0.0,50.0,37.0,TRUE
11-Jan,0.14,52.0,39.0,TRUE
11-Jan,0.24,48.0,43.0,FALSE
11-Jan,0.0,44.0,37.0,FALSE
11-Jan,0.0,44.0,34.0,FALSE
11-Feb,0.0,46.0,32.0,FALSE
11-Feb,0.0,51.0,29.0,TRUE
11-Feb,0.01,49.0,39.0,TRUE
11-Feb,0.07,50.0,45.0,TRUE
11-Feb,0.08,47.0,43.0,TRUE
11-Feb,0.25,50.0,43.0,TRUE
11-Feb,0.05,48.0,39.0,FALSE
11-Feb,0.0,46.0,35.0,FALSE
11-Feb,0.0,45.0,28.0,FALSE
11-Feb,0.0,47.0,29.0,FALSE
11-Feb,0.0,47.0,35.0,TRUE
11-Feb,0.37,54.0,40.0,TRUE
11-Feb,0.24,52.0,41.0,TRUE
11-Feb,0.54,50.0,40.0,TRUE
11-Feb,0.09,46.0,37.0,TRUE
11-Feb,0.04,44.0,34.0,TRUE
11-Feb,0.11,44.0,34.0,FALSE
11-Feb,0.0,49.0,32.0,FALSE
11-Feb,0.0,43.0,32.0,FALSE
11-Feb,0.0,45.0,27.0,TRUE
11-Feb,0.03,45.0,34.0,TRUE
11-Feb,0.04,44.0,32.0,TRUE
11-Feb,0.24,37.0,27.0,FALSE
11-Feb,0.0,35.0,24.0,FALSE
11-Feb,0.0,31.0,20.0,FALSE
11-Feb,0.0,34.0,19.0,TRUE
11-Feb,0.47,42.0,33.0,TRUE
11-Feb,0.42,40.0,34.0,TRUE
11-Mar,0.24,44.0,34.0,TRUE
11-Mar,0.07,50.0,36.0,TRUE
11-Mar,0.22,48.0,36.0,TRUE
11-Mar,0.12,49.0,33.0,TRUE
11-Mar,0.02,50.0,38.0,FALSE
11-Mar,0.0,47.0,34.0,FALSE
11-Mar,0.0,48.0,36.0,TRUE
11-Mar,0.16,52.0,38.0,TRUE
11-Mar,1.47,52.0,42.0,TRUE
11-Mar,0.55,53.0,39.0,FALSE
11-Mar,0.0,53.0,38.0,TRUE
11-Mar,0.41,48.0,42.0,TRUE
11-Mar,0.33,53.0,43.0,TRUE
11-Mar,0.12,53.0,44.0,TRUE
11-Mar,0.37,55.0,42.0,TRUE
11-Mar,0.09,48.0,38.0,FALSE
11-Mar,0.0,51.0,37.0,TRUE
11-Mar,0.27,50.0,38.0,FALSE
11-Mar,0.0,54.0,36.0,TRUE
11-Mar,0.01,50.0,37.0,TRUE
11-Mar,0.01,50.0,40.0,FALSE
11-Mar,0.0,51.0,37.0,FALSE
11-Mar,0.0,62.0,34.0,TRUE
11-Mar,0.23,61.0,41.0,TRUE
11-Mar,0.33,55.0,39.0,TRUE
11-Mar,0.15,50.0,37.0,TRUE
11-Mar,0.28,51.0,39.0,TRUE
11-Mar,0.14,51.0,41.0,TRUE
11-Mar,0.12,49.0,43.0,TRUE
11-Mar,0.26,51.0,48.0,TRUE
11-Mar,0.32,54.0,46.0,TRUE
11-Apr,1.13,48.0,41.0,TRUE
11-Apr,0.37,48.0,39.0,TRUE
11-Apr,0.06,49.0,38.0,TRUE
11-Apr,0.24,47.0,41.0,TRUE
11-Apr,0.23,46.0,41.0,TRUE
11-Apr,0.12,48.0,34.0,TRUE
11-Apr,0.08,49.0,33.0,FALSE
11-Apr,0.0,54.0,34.0,TRUE
11-Apr,0.01,55.0,42.0,TRUE
11-Apr,0.16,55.0,44.0,FALSE
11-Apr,0.0,51.0,38.0,FALSE
11-Apr,0.0,53.0,35.0,TRUE
11-Apr,0.17,48.0,40.0,TRUE
11-Apr,0.4,47.0,39.0,TRUE
11-Apr,0.09,53.0,38.0,TRUE
11-Apr,0.06,53.0,42.0,TRUE
11-Apr,0.01,52.0,36.0,TRUE
11-Apr,0.01,51.0,36.0,FALSE
11-Apr,0.0,53.0,36.0,FALSE
11-Apr,0.0,54.0,36.0,FALSE
11-Apr,0.0,53.0,38.0,FALSE
11-Apr,0.0,57.0,38.0,FALSE
11-Apr,0.0,66.0,38.0,TRUE
11-Apr,0.18,55.0,45.0,TRUE
11-Apr,0.52,52.0,43.0,TRUE
11-Apr,0.01,57.0,42.0,TRUE
11-Apr,0.45,52.0,37.0,TRUE
11-Apr,0.04,51.0,39.0,FALSE
11-Apr,0.0,54.0,39.0,TRUE
11-Apr,0.13,56.0,43.0,FALSE
11-May,0.0,62.0,39.0,TRUE
11-May,0.18,53.0,44.0,FALSE
11-May,0.0,58.0,44.0,FALSE
11-May,0.0,62.0,42.0,TRUE
11-May,0.03,57.0,45.0,TRUE
11-May,0.13,54.0,46.0,TRUE
11-May,0.04,56.0,45.0,TRUE
11-May,0.02,58.0,44.0,FALSE
11-May,0.0,57.0,47.0,FALSE
11-May,0.0,59.0,47.0,TRUE
11-May,0.42,51.0,42.0,FALSE
11-May,0.0,60.0,38.0,FALSE
11-May,0.0,64.0,41.0,TRUE
11-May,0.97,66.0,48.0,TRUE
11-May,0.81,51.0,47.0,FALSE
11-May,0.0,56.0,43.0,FALSE
11-May,0.0,64.0,39.0,FALSE
11-May,0.0,66.0,46.0,FALSE
11-May,0.0,68.0,43.0,FALSE
11-May,0.0,70.0,45.0,TRUE
11-May,0.04,54.0,48.0,FALSE
11-May,0.0,60.0,48.0,FALSE
11-May,0.0,63.0,44.0,FALSE
11-May,0.0,65.0,47.0,TRUE
11-May,0.41,56.0,47.0,TRUE
11-May,0.01,61.0,45.0,TRUE
11-May,0.02,58.0,46.0,TRUE
11-May,0.01,62.0,45.0,FALSE
11-May,0.0,59.0,50.0,FALSE
11-May,0.0,61.0,49.0,TRUE
11-May,0.11,61.0,48.0,TRUE
11-Jun,0.17,59.0,50.0,TRUE
11-Jun,0.08,61.0,49.0,FALSE
11-Jun,0.0,68.0,48.0,FALSE
11-Jun,0.0,78.0,50.0,FALSE
11-Jun,0.0,71.0,54.0,FALSE
11-Jun,0.0,72.0,52.0,TRUE
11-Jun,0.21,64.0,50.0,FALSE
11-Jun,0.0,62.0,49.0,FALSE
11-Jun,0.0,69.0,50.0,FALSE
11-Jun,0.0,65.0,53.0,FALSE
11-Jun,0.0,66.0,52.0,TRUE
11-Jun,0.01,70.0,48.0,TRUE
11-Jun,0.11,68.0,52.0,FALSE
11-Jun,0.0,63.0,51.0,TRUE
11-Jun,0.06,65.0,48.0,FALSE
11-Jun,0.0,70.0,46.0,FALSE
11-Jun,0.0,71.0,46.0,TRUE
11-Jun,0.41,58.0,53.0,TRUE
11-Jun,0.03,63.0,51.0,FALSE
11-Jun,0.0,70.0,54.0,FALSE
11-Jun,0.0,78.0,54.0,FALSE
11-Jun,0.0,67.0,52.0,TRUE
11-Jun,0.07,66.0,50.0,TRUE
11-Jun,0.26,67.0,51.0,TRUE
11-Jun,0.01,68.0,51.0,FALSE
11-Jun,0.0,72.0,48.0,FALSE
11-Jun,0.0,69.0,58.0,FALSE
11-Jun,0.0,74.0,58.0,FALSE
11-Jun,0.0,67.0,54.0,FALSE
11-Jun,0.0,67.0,53.0,FALSE
11-Jul,0.0,72.0,49.0,FALSE
11-Jul,0.0,82.0,52.0,FALSE
11-Jul,0.0,72.0,56.0,FALSE
11-Jul,0.0,78.0,51.0,FALSE
11-Jul,0.0,81.0,51.0,FALSE
11-Jul,0.0,84.0,57.0,TRUE
11-Jul,0.03,67.0,54.0,FALSE
11-Jul,0.0,71.0,51.0,FALSE
11-Jul,0.0,74.0,52.0,FALSE
11-Jul,0.0,76.0,55.0,FALSE
11-Jul,0.0,75.0,55.0,TRUE
11-Jul,0.08,70.0,57.0,FALSE
11-Jul,0.0,73.0,55.0,TRUE
11-Jul,0.02,62.0,56.0,TRUE
11-Jul,0.02,76.0,56.0,TRUE
11-Jul,0.35,74.0,57.0,TRUE
11-Jul,0.07,63.0,55.0,FALSE
11-Jul,0.0,74.0,50.0,FALSE
11-Jul,0.0,70.0,55.0,FALSE
11-Jul,0.0,74.0,54.0,FALSE
11-Jul,0.0,70.0,57.0,FALSE
11-Jul,0.0,72.0,51.0,FALSE
11-Jul,0.0,79.0,54.0,FALSE
11-Jul,0.0,83.0,58.0,TRUE
11-Jul,0.13,63.0,57.0,FALSE
11-Jul,0.0,70.0,57.0,FALSE
11-Jul,0.0,72.0,57.0,FALSE
11-Jul,0.0,78.0,54.0,FALSE
11-Jul,0.0,76.0,60.0,FALSE
11-Jul,0.0,79.0,56.0,FALSE
11-Jul,0.0,71.0,58.0,FALSE
11-Aug,0.0,77.0,54.0,FALSE
11-Aug,0.0,77.0,55.0,FALSE
11-Aug,0.0,79.0,58.0,FALSE
11-Aug,0.0,81.0,57.0,FALSE
11-Aug,0.0,66.0,57.0,FALSE
11-Aug,0.0,73.0,58.0,FALSE
11-Aug,0.0,74.0,56.0,FALSE
11-Aug,0.0,70.0,54.0,FALSE
11-Aug,0.0,70.0,55.0,FALSE
11-Aug,0.0,71.0,55.0,FALSE
11-Aug,0.0,74.0,54.0,FALSE
11-Aug,0.0,76.0,52.0,FALSE
11-Aug,0.0,70.0,53.0,FALSE
11-Aug,0.0,71.0,55.0,FALSE
11-Aug,0.0,74.0,57.0,FALSE
11-Aug,0.0,78.0,55.0,FALSE
11-Aug,0.0,77.0,53.0,FALSE
11-Aug,0.0,73.0,54.0,FALSE
11-Aug,0.0,78.0,53.0,FALSE
11-Aug,0.0,85.0,59.0,FALSE
11-Aug,0.0,87.0,59.0,TRUE
11-Aug,0.12,71.0,60.0,FALSE
11-Aug,0.0,77.0,60.0,FALSE
11-Aug,0.0,84.0,57.0,FALSE
11-Aug,0.0,82.0,58.0,FALSE
11-Aug,0.0,84.0,59.0,FALSE
11-Aug,0.0,84.0,56.0,FALSE
11-Aug,0.0,80.0,54.0,FALSE
11-Aug,0.0,70.0,57.0,TRUE
11-Aug,0.01,69.0,54.0,FALSE
11-Aug,0.0,69.0,52.0,FALSE
11-Sep,0.0,73.0,50.0,FALSE
11-Sep,0.0,71.0,56.0,FALSE
11-Sep,0.0,82.0,53.0,FALSE
11-Sep,0.0,83.0,52.0,FALSE
11-Sep,0.0,82.0,54.0,FALSE
11-Sep,0.0,84.0,53.0,FALSE
11-Sep,0.0,83.0,54.0,FALSE
11-Sep,0.0,85.0,58.0,FALSE
11-Sep,0.0,85.0,56.0,FALSE
11-Sep,0.0,84.0,56.0,FALSE
11-Sep,0.0,85.0,59.0,FALSE
11-Sep,0.0,68.0,57.0,FALSE
11-Sep,0.0,64.0,57.0,FALSE
11-Sep,0.0,67.0,58.0,FALSE
11-Sep,0.0,65.0,54.0,FALSE
11-Sep,0.0,64.0,52.0,TRUE
11-Sep,0.2,62.0,52.0,TRUE
11-Sep,0.28,65.0,52.0,TRUE
11-Sep,0.01,69.0,54.0,FALSE
11-Sep,0.0,77.0,48.0,FALSE
11-Sep,0.0,76.0,60.0,FALSE
11-Sep,0.0,76.0,62.0,FALSE
11-Sep,0.0,80.0,63.0,FALSE
11-Sep,0.0,75.0,60.0,TRUE
11-Sep,0.19,67.0,55.0,TRUE
11-Sep,0.59,61.0,53.0,TRUE
11-Sep,0.01,65.0,51.0,FALSE
11-Sep,0.0,65.0,48.0,FALSE
11-Sep,0.0,77.0,46.0,TRUE
11-Sep,0.01,65.0,51.0,TRUE
11-Oct,0.02,59.0,50.0,TRUE
11-Oct,0.37,64.0,49.0,TRUE
11-Oct,0.1,62.0,52.0,TRUE
11-Oct,0.05,63.0,49.0,TRUE
11-Oct,0.09,55.0,49.0,TRUE
11-Oct,0.11,58.0,49.0,TRUE
11-Oct,0.06,55.0,50.0,TRUE
11-Oct,0.02,65.0,46.0,TRUE
11-Oct,0.1,60.0,51.0,TRUE
11-Oct,0.25,59.0,51.0,TRUE
11-Oct,0.89,59.0,52.0,FALSE
11-Oct,0.0,59.0,48.0,FALSE
11-Oct,0.0,59.0,43.0,TRUE
11-Oct,0.01,58.0,45.0,FALSE
11-Oct,0.0,57.0,43.0,FALSE
11-Oct,0.0,50.0,42.0,FALSE
11-Oct,0.0,61.0,42.0,FALSE
11-Oct,0.0,67.0,45.0,FALSE
11-Oct,0.0,59.0,47.0,FALSE
11-Oct,0.0,59.0,47.0,TRUE
11-Oct,0.12,58.0,50.0,TRUE
11-Oct,0.58,60.0,55.0,FALSE
11-Oct,0.0,57.0,48.0,FALSE
11-Oct,0.0,57.0,45.0,FALSE
11-Oct,0.0,54.0,40.0,TRUE
11-Oct,0.02,50.0,37.0,FALSE
11-Oct,0.0,54.0,41.0,TRUE
11-Oct,0.5,54.0,42.0,FALSE
11-Oct,0.0,56.0,44.0,TRUE
11-Oct,0.16,57.0,44.0,FALSE
11-Oct,0.0,53.0,42.0,FALSE
11-Nov,0.0,52.0,37.0,TRUE
11-Nov,0.35,52.0,34.0,FALSE
11-Nov,0.0,52.0,40.0,TRUE
11-Nov,0.05,44.0,37.0,FALSE
11-Nov,0.0,50.0,36.0,FALSE
11-Nov,0.0,49.0,32.0,TRUE
11-Nov,0.01,49.0,39.0,FALSE
11-Nov,0.0,55.0,42.0,FALSE
11-Nov,0.0,62.0,46.0,FALSE
11-Nov,0.0,59.0,40.0,TRUE
11-Nov,0.23,51.0,38.0,TRUE
11-Nov,0.25,49.0,34.0,TRUE
11-Nov,0.02,49.0,41.0,FALSE
11-Nov,0.0,47.0,35.0,FALSE
11-Nov,0.0,48.0,32.0,TRUE
11-Nov,0.49,52.0,34.0,TRUE
11-Nov,0.28,48.0,35.0,TRUE
11-Nov,0.08,39.0,33.0,FALSE
11-Nov,0.0,41.0,31.0,FALSE
11-Nov,0.0,39.0,27.0,TRUE
11-Nov,0.3,50.0,33.0,TRUE
11-Nov,1.76,52.0,41.0,TRUE
11-Nov,0.55,53.0,40.0,TRUE
11-Nov,0.26,45.0,37.0,FALSE
11-Nov,0.0,48.0,36.0,TRUE
11-Nov,0.02,51.0,41.0,TRUE
11-Nov,0.42,56.0,44.0,FALSE
11-Nov,0.0,48.0,37.0,TRUE
11-Nov,0.09,44.0,35.0,FALSE
11-Nov,0.0,45.0,37.0,FALSE
11-Dec,0.0,41.0,29.0,TRUE
11-Dec,0.01,44.0,32.0,FALSE
11-Dec,0.0,42.0,31.0,FALSE
11-Dec,0.0,43.0,31.0,FALSE
11-Dec,0.0,42.0,28.0,FALSE
11-Dec,0.0,38.0,28.0,FALSE
11-Dec,0.0,41.0,35.0,FALSE
11-Dec,0.0,40.0,32.0,FALSE
11-Dec,0.0,40.0,26.0,FALSE
11-Dec,0.0,40.0,31.0,TRUE
11-Dec,0.02,40.0,35.0,FALSE
11-Dec,0.0,39.0,28.0,FALSE
11-Dec,0.0,41.0,26.0,FALSE
11-Dec,0.0,40.0,33.0,TRUE
11-Dec,0.03,44.0,38.0,FALSE
11-Dec,0.0,49.0,40.0,FALSE
11-Dec,0.0,50.0,33.0,TRUE
11-Dec,0.19,46.0,35.0,FALSE
11-Dec,0.0,46.0,36.0,FALSE
11-Dec,0.0,44.0,37.0,FALSE
11-Dec,0.0,45.0,32.0,FALSE
11-Dec,0.0,38.0,27.0,TRUE
11-Dec,0.02,49.0,35.0,FALSE
11-Dec,0.0,52.0,43.0,TRUE
11-Dec,0.03,50.0,37.0,TRUE
11-Dec,0.05,42.0,37.0,TRUE
11-Dec,0.9,51.0,40.0,TRUE
11-Dec,0.63,53.0,48.0,TRUE
11-Dec,0.29,51.0,44.0,TRUE
11-Dec,0.07,49.0,36.0,FALSE
11-Dec,0.0,43.0,32.0,FALSE
12-Jan,0.0,55.0,41.0,TRUE
12-Jan,0.43,51.0,37.0,TRUE
12-Jan,0.03,53.0,45.0,TRUE
12-Jan,0.8,54.0,42.0,TRUE
12-Jan,0.05,48.0,37.0,TRUE
12-Jan,0.1,40.0,36.0,FALSE
12-Jan,0.0,45.0,37.0,FALSE
12-Jan,0.0,50.0,37.0,TRUE
12-Jan,0.17,49.0,41.0,TRUE
12-Jan,0.04,43.0,33.0,FALSE
12-Jan,0.0,43.0,30.0,FALSE
12-Jan,0.0,43.0,29.0,FALSE
12-Jan,0.0,41.0,27.0,TRUE
12-Jan,0.16,40.0,33.0,TRUE
12-Jan,0.21,34.0,26.0,TRUE
12-Jan,0.1,35.0,27.0,TRUE
12-Jan,0.32,38.0,32.0,TRUE
12-Jan,0.78,32.0,27.0,TRUE
12-Jan,0.6,30.0,27.0,TRUE
12-Jan,0.53,45.0,30.0,TRUE
12-Jan,0.12,47.0,38.0,TRUE
12-Jan,0.24,44.0,36.0,FALSE
12-Jan,0.0,47.0,34.0,TRUE
12-Jan,0.34,50.0,36.0,TRUE
12-Jan,0.32,48.0,40.0,TRUE
12-Jan,0.19,48.0,34.0,FALSE
12-Jan,0.0,44.0,28.0,FALSE
12-Jan,0.0,44.0,33.0,TRUE
12-Jan,1.09,49.0,39.0,TRUE
12-Jan,0.14,47.0,43.0,TRUE
12-Jan,0.07,49.0,43.0,TRUE
12-Feb,0.53,48.0,38.0,FALSE
12-Feb,0.0,47.0,35.0,FALSE
12-Feb,0.0,58.0,36.0,FALSE
12-Feb,0.0,60.0,41.0,FALSE
12-Feb,0.0,57.0,35.0,FALSE
12-Feb,0.0,61.0,35.0,TRUE
12-Feb,0.01,60.0,46.0,TRUE
12-Feb,0.11,50.0,41.0,TRUE
12-Feb,0.1,52.0,46.0,TRUE
12-Feb,0.1,55.0,44.0,TRUE
12-Feb,0.03,48.0,42.0,TRUE
12-Feb,0.04,47.0,41.0,TRUE
12-Feb,0.45,45.0,40.0,TRUE
12-Feb,0.1,44.0,34.0,FALSE
12-Feb,0.0,45.0,33.0,TRUE
12-Feb,0.07,45.0,38.0,TRUE
12-Feb,0.68,50.0,40.0,TRUE
12-Feb,0.25,44.0,39.0,FALSE
12-Feb,0.0,44.0,36.0,TRUE
12-Feb,0.12,46.0,35.0,TRUE
12-Feb,0.03,50.0,46.0,TRUE
12-Feb,0.34,50.0,37.0,FALSE
12-Feb,0.0,47.0,37.0,TRUE
12-Feb,0.45,44.0,40.0,FALSE
12-Feb,0.0,45.0,37.0,TRUE
12-Feb,0.05,41.0,30.0,FALSE
12-Feb,0.0,44.0,28.0,TRUE
12-Feb,0.14,44.0,31.0,TRUE
12-Feb,0.03,41.0,34.0,FALSE
12-Mar,0.0,43.0,34.0,TRUE
12-Mar,0.08,44.0,39.0,FALSE
12-Mar,0.0,54.0,44.0,FALSE
12-Mar,0.0,51.0,44.0,TRUE
12-Mar,0.27,46.0,34.0,TRUE
12-Mar,0.02,44.0,32.0,FALSE
12-Mar,0.0,48.0,29.0,FALSE
12-Mar,0.0,60.0,33.0,TRUE
12-Mar,0.14,49.0,41.0,TRUE
12-Mar,0.41,45.0,43.0,TRUE
12-Mar,0.54,44.0,37.0,TRUE
12-Mar,0.76,47.0,33.0,TRUE
12-Mar,0.37,42.0,33.0,TRUE
12-Mar,0.34,46.0,34.0,TRUE
12-Mar,0.94,52.0,42.0,TRUE
12-Mar,0.33,48.0,39.0,TRUE
12-Mar,0.37,50.0,33.0,TRUE
12-Mar,0.14,41.0,31.0,TRUE
12-Mar,0.08,45.0,30.0,TRUE
12-Mar,0.14,46.0,36.0,TRUE
12-Mar,0.05,48.0,34.0,TRUE
12-Mar,0.16,50.0,35.0,FALSE
12-Mar,0.0,54.0,33.0,FALSE
12-Mar,0.0,59.0,38.0,FALSE
12-Mar,0.0,56.0,36.0,FALSE
12-Mar,0.0,55.0,43.0,TRUE
12-Mar,0.19,58.0,44.0,TRUE
12-Mar,0.05,51.0,45.0,TRUE
12-Mar,1.08,50.0,43.0,TRUE
12-Mar,0.22,49.0,41.0,TRUE
12-Mar,0.52,50.0,37.0,TRUE
12-Apr,0.06,48.0,40.0,FALSE
